,airline_sentiment,sentiment_confidence,text,char_length,word_count
4830,negative,1.0, alist preferred dendal flight cancelled flightled  min prior to boarding best option was tue afternoon seriously?!? epic fail,147,20
4831,neutral,0.3469, free tv watching daytona ! #boss ,72,8
4832,negative,0.704, i understand but its consistent and been consistent for years its known around the country,110,16
4833,positive,1.0, thank you!!,25,3
4834,negative,0.6452, been dealing with multiple offices for the last  days youve completely lost me as a customer unless my bag is back to me,137,25
4835,negative,1.0, i got the call from rdu that my baggage is there except that doesnt help me bc i cant get it until im flying back home,136,27
4836,neutral,1.0, how do i get a companion pass,43,8
4837,neutral,0.6549, especially if its your mom! #ichangedyourdiaper,62,7
4838,neutral,1.0,  how you like the #redcarpet treatment,68,8
4839,negative,1.0, for example cant pay  hotel  food? or transport to alternate city we are flying from? or give clear record of alt flight?,143,25
4840,neutral,1.0, im flying out of cun tomorrow to den  can i change my flight due to the travel advisory??,105,20
4841,negative,1.0, tough i can take zero meaningful assistance while stranded for  days is another matter looking for signs you care abt cust,140,23
4842,negative,1.0, dont apologize do something about it words mean nothing actions work eom,92,13
4843,negative,1.0, after an hour and a half then it came back damaged not happy ,77,15
4844,neutral,1.0, how long does it take for my rapid rewards points to be credited to my account?,93,17
4845,negative,1.0, why does the customer service have rather inconsistent information,80,10
4846,positive,0.7158, were pulling off the runway now! making new friends with seat mates thanks for the response cb,111,18
4847,negative,1.0, but to make us tru to find space in other flights  this customer service is as bad as ,117,20
4848,negative,1.0, no delay i pay  for bs a ticket you boarded flight early im last to board now have middle seat wasted !,135,24
4849,negative,1.0, first you had a good idea thatthis would happen and did not cancelled flight it earlier then very amateurish that there was no plan,147,25
4850,negative,1.0, very disappointed in your handling of tonights cancelled flighted dallas flight  not that it was cancelled flighted but no contingencies,153,21
4851,positive,1.0, its ok! southwest is still the best airline around! just hate when baggage room runs out my now checked bag has headphones!,140,23
4852,negative,0.6555, please start flying to huntsville so i never have to fly american airlines again,94,15
4853,neutral,1.0, flight  nsw arrives at  following flight from  ,115,12
4854,negative,1.0, no you are not you just care about mighty dollar,64,11
4855,neutral,0.6056, i have a child traveling cross countryshes  will be turning  in marchand cont ,127,17
4856,neutral,1.0,  how do you get one?,34,6
4857,neutral,0.7132, retiring with my hubby and its our th wedding anniversary this year! companion pass please!!,109,16
4858,positive,0.6536, beautiful view flying into san jose ca this evening ,89,11
4859,positive,1.0, thank you swa and shannon g  c for being a miracle worker! #awesome,97,15
4860,negative,1.0,but expect no help from    our flt was canx at the last minute for weather  we flew home on weatherless ,139,23
4861,neutral,1.0, want go from new orleans houston see my dad at md anderson can you help me out,92,18
4862,positive,0.6667, yes please,24,3
4863,positive,1.0, i changed my flight through st louis thanks for the reply though!,81,13
4864,neutral,0.6732, flying by myself is getting old,45,7
4865,negative,1.0, really shouldnt offer sweeps if your link isnt going to work! b ,102,14
4866,positive,1.0, have had a companion pass for a few years and my wife and i use it all the time  thanks #southwest for making travel easy!,137,26
4867,negative,1.0, why can we no longer change trips with a companion online? been doing it for years now get message cant be done online?,135,24
4868,negative,1.0, wifi is so slow it totally precludes working on the web will not book swa for business travel wish i hadnt lit  on fire,139,26
4869,neutral,1.0, yes pleasemy son lives in nj,44,7
4870,neutral,0.6314, companion pass please!,36,4
4871,positive,1.0, constantly providing wonderful views and service! #southwestluv ,100,9
4872,negative,1.0, everyone deserves red carpet tx until they destroy your luggage only give you  voucher like i want to fly wthem again!,142,23
4873,negative,1.0, staff was overall awful through multiple airports would have switched airlines if another flight was available,124,17
4874,positive,1.0, lol i already am ! i am a card member as well too lol i enjoy flying with you guys,96,21
4875,positive,0.6626,   th anniversary on april th still sweethearts  companions  lifetime  sons  families love,116,13
4876,neutral,0.6801, well we all need something to aim for,54,9
4877,positive,1.0, yes pleasehow do we get that companion pass?,62,9
4878,negative,1.0, on flight  and i paid  for wifi that cant load a website functionally except for your own live streaming unacceptable,140,23
4879,neutral,1.0, gimme,19,2
4880,neutral,0.6364, flights still going to dal?,41,6
4881,negative,1.0, youve inspired me to start my own airline to combat your weak ass airline sick of this shit,107,19
4882,neutral,0.7008, is service to aruba being permanently discontinued in august?,75,10
4883,positive,0.6349, yes please!,25,3
4884,positive,1.0, i miss mine terribly a  for my th anniversary would be amazing it would mean luv is in the air #dontmakemebeg,130,23
4885,positive,0.6559, i heart my cp status sure would be nice to have though,72,13
4886,positive,0.667, #redcarpet southwest companion pass would be great!,65,8
4887,neutral,1.0, i would love a great deal from bwi to las memorial day weekend aka my bday weekend ,98,19
4888,positive,0.678, i want one!,25,4
4889,negative,0.663, everyones flights who were cancelled flightled today deserve ,76,10
4890,positive,0.646, companion pass because everyone deserves #redcarpet treatment and a  even if its your mom ,136,17
4891,positive,0.6709, sign me up!,25,4
4892,neutral,1.0, i would love a  #redcarpet  treatment,53,8
4893,neutral,1.0, how do i get my companion pass?,45,8
4894,neutral,1.0, tell me the secrets to flying high #redcarpet,59,9
4895,positive,0.6596, that would be brighter than all the stars combined on the red carpet tonight!,91,15
4896,negative,0.666, how about auto check in for cp holders? come on,62,11
4897,positive,1.0, got mine!  just in time for the wife and my th anniversary!,75,13
4898,positive,1.0, i love my companion pass qualified th year  #hollymais,72,10
4899,neutral,0.6548, where is mines?,29,4
4900,positive,1.0, i continue to be amazed by the amazing customer service  thank you swa!,86,14
4901,neutral,1.0, and how does one obtain this companion pass?,61,9
4902,positive,0.6535, yes please,26,3
4903,neutral,1.0,  subscribe please ,78,5
4904,positive,1.0, sign me up!,25,4
4905,positive,0.6633, just got minenow where to go??,46,7
4906,negative,1.0, wifi is the worst  investment i have ever made,63,11
4907,neutral,1.0, can i get any help with cancelled flighting my flight reservation?,80,12
4908,negative,1.0, sitting in newark because flight  was cancelled flightled for no apparent reason  all i was told was sorry after  hrs waiting,147,24
4909,neutral,0.6926, i have followed you awaiting your dm,52,8
4910,neutral,0.7067, u dont have atlanta to san fransisco in  in the present sale like u had in the last sale?im looking for  return tickets,139,26
4911,negative,1.0, couldnt be bothered to help with my lost my luggage not a single helpful employee owner to be found in bwi,123,22
4912,negative,1.0, seriously? four delays? only takes  minutes to get to vegas from   i have a connecting flight #ridiculous,141,21
4913,negative,1.0, should get their shit together before they owe my  for my bag,82,14
4914,negative,1.0, i requested my boarding pass to be texted to me but i still havent received it,94,17
4915,negative,1.0, i gave you one more try figured you could get a  hr flight right nope delayed an hr seems to be every time,126,25
4916,negative,1.0, im gonna ignore the fasten seatbelt sign and i want to see if ur man enough to do anything about it!!!,117,22
4917,negative,1.0, im a huge fan and give yall too much businessso please fix the damn wifi!,92,16
4918,neutral,0.6809, got it  next time i will know about paying extra to make the a line,83,16
4919,negative,1.0,  we understand air delays which are out of your control terrible telephone support apps and online access that do not work??,140,22
4920,neutral,0.6592, flying south by southwest from sjc to sna tiday ,84,11
